Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
2;70;=AVERAGE($B$2144:$B$2145);4.000;Average;NoScaling
3;90;=AVERAGE($B$2145:$B$2146);4.000;Average;NoScaling
4;90;=AVERAGE($B$2146:$B$2147);4.000;Average;NoScaling
5;100;=AVERAGE($B$2147:$B$2148);4.000;Average;NoScaling
6;80;=AVERAGE($B$2148:$B$2149);4.000;Average;NoScaling
7;90;=AVERAGE($B$2149:$B$2150);4.000;Average;NoScaling
8;100;=AVERAGE($B$2150:$B$2151);4.000;Average;NoScaling
9;90;=AVERAGE($B$2151:$B$2152);4.000;Average;NoScaling
10;90;=AVERAGE($B$2152:$B$2153);4.000;Average;NoScaling
11;90;=AVERAGE($B$2153:$B$2154);4.000;Average;NoScaling
12;100;=AVERAGE($B$2154:$B$2155);4.000;Average;NoScaling
13;100;=AVERAGE($B$2155:$B$2156);4.000;Average;NoScaling
14;100;=AVERAGE($B$2156:$B$2157);4.000;Average;NoScaling
15;90;=AVERAGE($B$2157:$B$2158);4.000;Average;NoScaling
16;100;=AVERAGE($B$2158:$B$2159);4.000;Average;NoScaling
17;100;=AVERAGE($B$2159:$B$2160);4.000;Average;NoScaling
18;110;=AVERAGE($B$2160:$B$2161);4.000;Average;NoScaling
19;100;=AVERAGE($B$2161:$B$2162);4.000;Average;NoScaling
20;90;=AVERAGE($B$2162:$B$2163);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;80;80;4.000;Average;NoScaling
2;90;=AVERAGE($B$2165:$B$2166);4.000;Average;NoScaling
3;80;=AVERAGE($B$2166:$B$2167);4.000;Average;NoScaling
4;90;=AVERAGE($B$2167:$B$2168);4.000;Average;NoScaling
5;100;=AVERAGE($B$2168:$B$2169);4.000;Average;NoScaling
6;90;=AVERAGE($B$2169:$B$2170);4.000;Average;NoScaling
7;100;=AVERAGE($B$2170:$B$2171);4.000;Average;NoScaling
8;90;=AVERAGE($B$2171:$B$2172);4.000;Average;NoScaling
9;100;=AVERAGE($B$2172:$B$2173);4.000;Average;NoScaling
10;100;=AVERAGE($B$2173:$B$2174);4.000;Average;NoScaling
11;100;=AVERAGE($B$2174:$B$2175);4.000;Average;NoScaling
12;110;=AVERAGE($B$2175:$B$2176);4.000;Average;NoScaling
13;100;=AVERAGE($B$2176:$B$2177);4.000;Average;NoScaling
14;110;=AVERAGE($B$2177:$B$2178);4.000;Average;NoScaling
15;110;=AVERAGE($B$2178:$B$2179);4.000;Average;NoScaling
16;110;=AVERAGE($B$2179:$B$2180);4.000;Average;NoScaling
17;100;=AVERAGE($B$2180:$B$2181);4.000;Average;NoScaling
18;100;=AVERAGE($B$2181:$B$2182);4.000;Average;NoScaling
19;110;=AVERAGE($B$2182:$B$2183);4.000;Average;NoScaling
20;100;=AVERAGE($B$2183:$B$2184);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;70;70;4.000;Average;NoScaling
2;90;=AVERAGE($B$2186:$B$2187);4.000;Average;NoScaling
3;90;=AVERAGE($B$2187:$B$2188);4.000;Average;NoScaling
4;100;=AVERAGE($B$2188:$B$2189);4.000;Average;NoScaling
5;100;=AVERAGE($B$2189:$B$2190);4.000;Average;NoScaling
6;100;=AVERAGE($B$2190:$B$2191);4.000;Average;NoScaling
7;90;=AVERAGE($B$2191:$B$2192);4.000;Average;NoScaling
8;90;=AVERAGE($B$2192:$B$2193);4.000;Average;NoScaling
9;100;=AVERAGE($B$2193:$B$2194);4.000;Average;NoScaling
10;90;=AVERAGE($B$2194:$B$2195);4.000;Average;NoScaling
11;90;=AVERAGE($B$2195:$B$2196);4.000;Average;NoScaling
12;90;=AVERAGE($B$2196:$B$2197);4.000;Average;NoScaling
13;90;=AVERAGE($B$2197:$B$2198);4.000;Average;NoScaling
14;110;=AVERAGE($B$2198:$B$2199);4.000;Average;NoScaling
15;100;=AVERAGE($B$2199:$B$2200);4.000;Average;NoScaling
16;110;=AVERAGE($B$2200:$B$2201);4.000;Average;NoScaling
17;90;=AVERAGE($B$2201:$B$2202);4.000;Average;NoScaling
18;120;=AVERAGE($B$2202:$B$2203);4.000;Average;NoScaling
19;100;=AVERAGE($B$2203:$B$2204);4.000;Average;NoScaling
20;90;=AVERAGE($B$2204:$B$2205);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;70;70;4.000;Average;NoScaling
2;80;=AVERAGE($B$2207:$B$2208);4.000;Average;NoScaling
3;100;=AVERAGE($B$2208:$B$2209);4.000;Average;NoScaling
4;90;=AVERAGE($B$2209:$B$2210);4.000;Average;NoScaling
5;90;=AVERAGE($B$2210:$B$2211);4.000;Average;NoScaling
6;100;=AVERAGE($B$2211:$B$2212);4.000;Average;NoScaling
7;100;=AVERAGE($B$2212:$B$2213);4.000;Average;NoScaling
8;90;=AVERAGE($B$2213:$B$2214);4.000;Average;NoScaling
9;90;=AVERAGE($B$2214:$B$2215);4.000;Average;NoScaling
10;100;=AVERAGE($B$2215:$B$2216);4.000;Average;NoScaling
11;90;=AVERAGE($B$2216:$B$2217);4.000;Average;NoScaling
12;90;=AVERAGE($B$2217:$B$2218);4.000;Average;NoScaling
13;120;=AVERAGE($B$2218:$B$2219);4.000;Average;NoScaling
14;90;=AVERAGE($B$2219:$B$2220);4.000;Average;NoScaling
15;90;=AVERAGE($B$2220:$B$2221);4.000;Average;NoScaling
16;100;=AVERAGE($B$2221:$B$2222);4.000;Average;NoScaling
17;100;=AVERAGE($B$2222:$B$2223);4.000;Average;NoScaling
18;110;=AVERAGE($B$2223:$B$2224);4.000;Average;NoScaling
19;100;=AVERAGE($B$2224:$B$2225);4.000;Average;NoScaling
20;100;=AVERAGE($B$2225:$B$2226);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;80;80;4.000;Average;NoScaling
2;90;=AVERAGE($B$2228:$B$2229);4.000;Average;NoScaling
3;90;=AVERAGE($B$2229:$B$2230);4.000;Average;NoScaling
4;80;=AVERAGE($B$2230:$B$2231);4.000;Average;NoScaling
5;100;=AVERAGE($B$2231:$B$2232);4.000;Average;NoScaling
6;100;=AVERAGE($B$2232:$B$2233);4.000;Average;NoScaling
7;80;=AVERAGE($B$2233:$B$2234);4.000;Average;NoScaling
8;110;=AVERAGE($B$2234:$B$2235);4.000;Average;NoScaling
9;110;=AVERAGE($B$2235:$B$2236);4.000;Average;NoScaling
10;80;=AVERAGE($B$2236:$B$2237);4.000;Average;NoScaling
11;90;=AVERAGE($B$2237:$B$2238);4.000;Average;NoScaling
12;90;=AVERAGE($B$2238:$B$2239);4.000;Average;NoScaling
13;110;=AVERAGE($B$2239:$B$2240);4.000;Average;NoScaling
14;100;=AVERAGE($B$2240:$B$2241);4.000;Average;NoScaling
15;100;=AVERAGE($B$2241:$B$2242);4.000;Average;NoScaling
16;90;=AVERAGE($B$2242:$B$2243);4.000;Average;NoScaling
17;110;=AVERAGE($B$2243:$B$2244);4.000;Average;NoScaling
18;90;=AVERAGE($B$2244:$B$2245);4.000;Average;NoScaling
19;100;=AVERAGE($B$2245:$B$2246);4.000;Average;NoScaling
20;90;=AVERAGE($B$2246:$B$2247);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;100;100;4.000;Average;NoScaling
2;80;=AVERAGE($B$2249:$B$2250);4.000;Average;NoScaling
3;90;=AVERAGE($B$2250:$B$2251);4.000;Average;NoScaling
4;100;=AVERAGE($B$2251:$B$2252);4.000;Average;NoScaling
5;100;=AVERAGE($B$2252:$B$2253);4.000;Average;NoScaling
6;90;=AVERAGE($B$2253:$B$2254);4.000;Average;NoScaling
7;100;=AVERAGE($B$2254:$B$2255);4.000;Average;NoScaling
8;100;=AVERAGE($B$2255:$B$2256);4.000;Average;NoScaling
9;90;=AVERAGE($B$2256:$B$2257);4.000;Average;NoScaling
10;100;=AVERAGE($B$2257:$B$2258);4.000;Average;NoScaling
11;100;=AVERAGE($B$2258:$B$2259);4.000;Average;NoScaling
12;100;=AVERAGE($B$2259:$B$2260);4.000;Average;NoScaling
13;90;=AVERAGE($B$2260:$B$2261);4.000;Average;NoScaling
14;90;=AVERAGE($B$2261:$B$2262);4.000;Average;NoScaling
15;100;=AVERAGE($B$2262:$B$2263);4.000;Average;NoScaling
16;100;=AVERAGE($B$2263:$B$2264);4.000;Average;NoScaling
17;100;=AVERAGE($B$2264:$B$2265);4.000;Average;NoScaling
18;110;=AVERAGE($B$2265:$B$2266);4.000;Average;NoScaling
19;90;=AVERAGE($B$2266:$B$2267);4.000;Average;NoScaling
20;110;=AVERAGE($B$2267:$B$2268);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;80;80;4.000;Average;NoScaling
2;100;=AVERAGE($B$2270:$B$2271);4.000;Average;NoScaling
3;90;=AVERAGE($B$2271:$B$2272);4.000;Average;NoScaling
4;90;=AVERAGE($B$2272:$B$2273);4.000;Average;NoScaling
5;90;=AVERAGE($B$2273:$B$2274);4.000;Average;NoScaling
6;110;=AVERAGE($B$2274:$B$2275);4.000;Average;NoScaling
7;90;=AVERAGE($B$2275:$B$2276);4.000;Average;NoScaling
8;100;=AVERAGE($B$2276:$B$2277);4.000;Average;NoScaling
9;100;=AVERAGE($B$2277:$B$2278);4.000;Average;NoScaling
10;100;=AVERAGE($B$2278:$B$2279);4.000;Average;NoScaling
11;90;=AVERAGE($B$2279:$B$2280);4.000;Average;NoScaling
12;70;=AVERAGE($B$2280:$B$2281);4.000;Average;NoScaling
13;100;=AVERAGE($B$2281:$B$2282);4.000;Average;NoScaling
14;130;=AVERAGE($B$2282:$B$2283);4.000;Average;NoScaling
15;90;=AVERAGE($B$2283:$B$2284);4.000;Average;NoScaling
16;120;=AVERAGE($B$2284:$B$2285);4.000;Average;NoScaling
17;90;=AVERAGE($B$2285:$B$2286);4.000;Average;NoScaling
18;80;=AVERAGE($B$2286:$B$2287);4.000;Average;NoScaling
19;70;=AVERAGE($B$2287:$B$2288);4.000;Average;NoScaling
20;110;=AVERAGE($B$2288:$B$2289);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.000;Average;NoScaling
2;90;=AVERAGE($B$2291:$B$2292);4.000;Average;NoScaling
3;100;=AVERAGE($B$2292:$B$2293);4.000;Average;NoScaling
4;80;=AVERAGE($B$2293:$B$2294);4.000;Average;NoScaling
5;100;=AVERAGE($B$2294:$B$2295);4.000;Average;NoScaling
6;90;=AVERAGE($B$2295:$B$2296);4.000;Average;NoScaling
7;90;=AVERAGE($B$2296:$B$2297);4.000;Average;NoScaling
8;110;=AVERAGE($B$2297:$B$2298);4.000;Average;NoScaling
9;90;=AVERAGE($B$2298:$B$2299);4.000;Average;NoScaling
10;100;=AVERAGE($B$2299:$B$2300);4.000;Average;NoScaling
11;100;=AVERAGE($B$2300:$B$2301);4.000;Average;NoScaling
12;100;=AVERAGE($B$2301:$B$2302);4.000;Average;NoScaling
13;90;=AVERAGE($B$2302:$B$2303);4.000;Average;NoScaling
14;90;=AVERAGE($B$2303:$B$2304);4.000;Average;NoScaling
15;90;=AVERAGE($B$2304:$B$2305);4.000;Average;NoScaling
16;120;=AVERAGE($B$2305:$B$2306);4.000;Average;NoScaling
17;100;=AVERAGE($B$2306:$B$2307);4.000;Average;NoScaling
18;90;=AVERAGE($B$2307:$B$2308);4.000;Average;NoScaling
19;110;=AVERAGE($B$2308:$B$2309);4.000;Average;NoScaling
20;80;=AVERAGE($B$2309:$B$2310);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.000;Average;NoScaling
2;100;=AVERAGE($B$2312:$B$2313);4.000;Average;NoScaling
3;90;=AVERAGE($B$2313:$B$2314);4.000;Average;NoScaling
4;90;=AVERAGE($B$2314:$B$2315);4.000;Average;NoScaling
5;90;=AVERAGE($B$2315:$B$2316);4.000;Average;NoScaling
6;90;=AVERAGE($B$2316:$B$2317);4.000;Average;NoScaling
7;100;=AVERAGE($B$2317:$B$2318);4.000;Average;NoScaling
8;90;=AVERAGE($B$2318:$B$2319);4.000;Average;NoScaling
9;100;=AVERAGE($B$2319:$B$2320);4.000;Average;NoScaling
10;80;=AVERAGE($B$2320:$B$2321);4.000;Average;NoScaling
11;100;=AVERAGE($B$2321:$B$2322);4.000;Average;NoScaling
12;110;=AVERAGE($B$2322:$B$2323);4.000;Average;NoScaling
13;120;=AVERAGE($B$2323:$B$2324);4.000;Average;NoScaling
14;90;=AVERAGE($B$2324:$B$2325);4.000;Average;NoScaling
15;90;=AVERAGE($B$2325:$B$2326);4.000;Average;NoScaling
16;120;=AVERAGE($B$2326:$B$2327);4.000;Average;NoScaling
17;90;=AVERAGE($B$2327:$B$2328);4.000;Average;NoScaling
18;100;=AVERAGE($B$2328:$B$2329);4.000;Average;NoScaling
19;90;=AVERAGE($B$2329:$B$2330);4.000;Average;NoScaling
20;100;=AVERAGE($B$2330:$B$2331);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;80;80;4.000;Average;NoScaling
2;100;=AVERAGE($B$2333:$B$2334);4.000;Average;NoScaling
3;70;=AVERAGE($B$2334:$B$2335);4.000;Average;NoScaling
4;120;=AVERAGE($B$2335:$B$2336);4.000;Average;NoScaling
5;80;=AVERAGE($B$2336:$B$2337);4.000;Average;NoScaling
6;90;=AVERAGE($B$2337:$B$2338);4.000;Average;NoScaling
7;120;=AVERAGE($B$2338:$B$2339);4.000;Average;NoScaling
8;90;=AVERAGE($B$2339:$B$2340);4.000;Average;NoScaling
9;100;=AVERAGE($B$2340:$B$2341);4.000;Average;NoScaling
10;110;=AVERAGE($B$2341:$B$2342);4.000;Average;NoScaling
11;90;=AVERAGE($B$2342:$B$2343);4.000;Average;NoScaling
12;100;=AVERAGE($B$2343:$B$2344);4.000;Average;NoScaling
13;100;=AVERAGE($B$2344:$B$2345);4.000;Average;NoScaling
14;100;=AVERAGE($B$2345:$B$2346);4.000;Average;NoScaling
15;90;=AVERAGE($B$2346:$B$2347);4.000;Average;NoScaling
16;110;=AVERAGE($B$2347:$B$2348);4.000;Average;NoScaling
17;90;=AVERAGE($B$2348:$B$2349);4.000;Average;NoScaling
18;90;=AVERAGE($B$2349:$B$2350);4.000;Average;NoScaling
19;90;=AVERAGE($B$2350:$B$2351);4.000;Average;NoScaling
20;100;=AVERAGE($B$2351:$B$2352);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.000;Average;NoScaling
2;90;=AVERAGE($B$2354:$B$2355);4.000;Average;NoScaling
3;90;=AVERAGE($B$2355:$B$2356);4.000;Average;NoScaling
4;80;=AVERAGE($B$2356:$B$2357);4.000;Average;NoScaling
5;100;=AVERAGE($B$2357:$B$2358);4.000;Average;NoScaling
6;100;=AVERAGE($B$2358:$B$2359);4.000;Average;NoScaling
7;90;=AVERAGE($B$2359:$B$2360);4.000;Average;NoScaling
8;120;=AVERAGE($B$2360:$B$2361);4.000;Average;NoScaling
9;90;=AVERAGE($B$2361:$B$2362);4.000;Average;NoScaling
10;90;=AVERAGE($B$2362:$B$2363);4.000;Average;NoScaling
11;90;=AVERAGE($B$2363:$B$2364);4.000;Average;NoScaling
12;80;=AVERAGE($B$2364:$B$2365);4.000;Average;NoScaling
13;90;=AVERAGE($B$2365:$B$2366);4.000;Average;NoScaling
14;100;=AVERAGE($B$2366:$B$2367);4.000;Average;NoScaling
15;110;=AVERAGE($B$2367:$B$2368);4.000;Average;NoScaling
16;90;=AVERAGE($B$2368:$B$2369);4.000;Average;NoScaling
17;90;=AVERAGE($B$2369:$B$2370);4.000;Average;NoScaling
18;90;=AVERAGE($B$2370:$B$2371);4.000;Average;NoScaling
19;90;=AVERAGE($B$2371:$B$2372);4.000;Average;NoScaling
20;100;=AVERAGE($B$2372:$B$2373);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;80;80;4.000;Average;NoScaling
2;70;=AVERAGE($B$2375:$B$2376);4.000;Average;NoScaling
3;110;=AVERAGE($B$2376:$B$2377);4.000;Average;NoScaling
4;90;=AVERAGE($B$2377:$B$2378);4.000;Average;NoScaling
5;90;=AVERAGE($B$2378:$B$2379);4.000;Average;NoScaling
6;100;=AVERAGE($B$2379:$B$2380);4.000;Average;NoScaling
7;80;=AVERAGE($B$2380:$B$2381);4.000;Average;NoScaling
8;90;=AVERAGE($B$2381:$B$2382);4.000;Average;NoScaling
9;110;=AVERAGE($B$2382:$B$2383);4.000;Average;NoScaling
10;100;=AVERAGE($B$2383:$B$2384);4.000;Average;NoScaling
11;90;=AVERAGE($B$2384:$B$2385);4.000;Average;NoScaling
12;90;=AVERAGE($B$2385:$B$2386);4.000;Average;NoScaling
13;100;=AVERAGE($B$2386:$B$2387);4.000;Average;NoScaling
14;110;=AVERAGE($B$2387:$B$2388);4.000;Average;NoScaling
15;110;=AVERAGE($B$2388:$B$2389);4.000;Average;NoScaling
16;100;=AVERAGE($B$2389:$B$2390);4.000;Average;NoScaling
17;90;=AVERAGE($B$2390:$B$2391);4.000;Average;NoScaling
18;90;=AVERAGE($B$2391:$B$2392);4.000;Average;NoScaling
19;100;=AVERAGE($B$2392:$B$2393);4.000;Average;NoScaling
20;110;=AVERAGE($B$2393:$B$2394);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;100;100;4.000;Average;NoScaling
2;90;=AVERAGE($B$2396:$B$2397);4.000;Average;NoScaling
3;90;=AVERAGE($B$2397:$B$2398);4.000;Average;NoScaling
4;90;=AVERAGE($B$2398:$B$2399);4.000;Average;NoScaling
5;100;=AVERAGE($B$2399:$B$2400);4.000;Average;NoScaling
6;90;=AVERAGE($B$2400:$B$2401);4.000;Average;NoScaling
7;80;=AVERAGE($B$2401:$B$2402);4.000;Average;NoScaling
8;100;=AVERAGE($B$2402:$B$2403);4.000;Average;NoScaling
9;90;=AVERAGE($B$2403:$B$2404);4.000;Average;NoScaling
10;90;=AVERAGE($B$2404:$B$2405);4.000;Average;NoScaling
11;110;=AVERAGE($B$2405:$B$2406);4.000;Average;NoScaling
12;100;=AVERAGE($B$2406:$B$2407);4.000;Average;NoScaling
13;100;=AVERAGE($B$2407:$B$2408);4.000;Average;NoScaling
14;90;=AVERAGE($B$2408:$B$2409);4.000;Average;NoScaling
15;90;=AVERAGE($B$2409:$B$2410);4.000;Average;NoScaling
16;100;=AVERAGE($B$2410:$B$2411);4.000;Average;NoScaling
17;90;=AVERAGE($B$2411:$B$2412);4.000;Average;NoScaling
18;90;=AVERAGE($B$2412:$B$2413);4.000;Average;NoScaling
19;100;=AVERAGE($B$2413:$B$2414);4.000;Average;NoScaling
20;100;=AVERAGE($B$2414:$B$2415);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;70;70;4.000;Average;NoScaling
2;90;=AVERAGE($B$2417:$B$2418);4.000;Average;NoScaling
3;70;=AVERAGE($B$2418:$B$2419);4.000;Average;NoScaling
4;90;=AVERAGE($B$2419:$B$2420);4.000;Average;NoScaling
5;80;=AVERAGE($B$2420:$B$2421);4.000;Average;NoScaling
6;90;=AVERAGE($B$2421:$B$2422);4.000;Average;NoScaling
7;90;=AVERAGE($B$2422:$B$2423);4.000;Average;NoScaling
8;100;=AVERAGE($B$2423:$B$2424);4.000;Average;NoScaling
9;110;=AVERAGE($B$2424:$B$2425);4.000;Average;NoScaling
10;90;=AVERAGE($B$2425:$B$2426);4.000;Average;NoScaling
11;100;=AVERAGE($B$2426:$B$2427);4.000;Average;NoScaling
12;100;=AVERAGE($B$2427:$B$2428);4.000;Average;NoScaling
13;80;=AVERAGE($B$2428:$B$2429);4.000;Average;NoScaling
14;110;=AVERAGE($B$2429:$B$2430);4.000;Average;NoScaling
15;90;=AVERAGE($B$2430:$B$2431);4.000;Average;NoScaling
16;90;=AVERAGE($B$2431:$B$2432);4.000;Average;NoScaling
17;90;=AVERAGE($B$2432:$B$2433);4.000;Average;NoScaling
18;90;=AVERAGE($B$2433:$B$2434);4.000;Average;NoScaling
19;80;=AVERAGE($B$2434:$B$2435);4.000;Average;NoScaling
20;90;=AVERAGE($B$2435:$B$2436);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.000;Average;NoScaling
2;90;=AVERAGE($B$2438:$B$2439);4.000;Average;NoScaling
3;80;=AVERAGE($B$2439:$B$2440);4.000;Average;NoScaling
4;80;=AVERAGE($B$2440:$B$2441);4.000;Average;NoScaling
5;80;=AVERAGE($B$2441:$B$2442);4.000;Average;NoScaling
6;80;=AVERAGE($B$2442:$B$2443);4.000;Average;NoScaling
7;110;=AVERAGE($B$2443:$B$2444);4.000;Average;NoScaling
8;110;=AVERAGE($B$2444:$B$2445);4.000;Average;NoScaling
9;110;=AVERAGE($B$2445:$B$2446);4.000;Average;NoScaling
10;90;=AVERAGE($B$2446:$B$2447);4.000;Average;NoScaling
11;110;=AVERAGE($B$2447:$B$2448);4.000;Average;NoScaling
12;100;=AVERAGE($B$2448:$B$2449);4.000;Average;NoScaling
13;100;=AVERAGE($B$2449:$B$2450);4.000;Average;NoScaling
14;100;=AVERAGE($B$2450:$B$2451);4.000;Average;NoScaling
15;100;=AVERAGE($B$2451:$B$2452);4.000;Average;NoScaling
16;100;=AVERAGE($B$2452:$B$2453);4.000;Average;NoScaling
17;100;=AVERAGE($B$2453:$B$2454);4.000;Average;NoScaling
18;100;=AVERAGE($B$2454:$B$2455);4.000;Average;NoScaling
19;80;=AVERAGE($B$2455:$B$2456);4.000;Average;NoScaling
20;120;=AVERAGE($B$2456:$B$2457);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.000;Average;NoScaling
2;80;=AVERAGE($B$2459:$B$2460);4.000;Average;NoScaling
3;90;=AVERAGE($B$2460:$B$2461);4.000;Average;NoScaling
4;90;=AVERAGE($B$2461:$B$2462);4.000;Average;NoScaling
5;100;=AVERAGE($B$2462:$B$2463);4.000;Average;NoScaling
6;110;=AVERAGE($B$2463:$B$2464);4.000;Average;NoScaling
7;100;=AVERAGE($B$2464:$B$2465);4.000;Average;NoScaling
8;80;=AVERAGE($B$2465:$B$2466);4.000;Average;NoScaling
9;100;=AVERAGE($B$2466:$B$2467);4.000;Average;NoScaling
10;90;=AVERAGE($B$2467:$B$2468);4.000;Average;NoScaling
11;100;=AVERAGE($B$2468:$B$2469);4.000;Average;NoScaling
12;100;=AVERAGE($B$2469:$B$2470);4.000;Average;NoScaling
13;110;=AVERAGE($B$2470:$B$2471);4.000;Average;NoScaling
14;90;=AVERAGE($B$2471:$B$2472);4.000;Average;NoScaling
15;100;=AVERAGE($B$2472:$B$2473);4.000;Average;NoScaling
16;110;=AVERAGE($B$2473:$B$2474);4.000;Average;NoScaling
17;90;=AVERAGE($B$2474:$B$2475);4.000;Average;NoScaling
18;90;=AVERAGE($B$2475:$B$2476);4.000;Average;NoScaling
19;90;=AVERAGE($B$2476:$B$2477);4.000;Average;NoScaling
20;90;=AVERAGE($B$2477:$B$2478);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.000;Average;NoScaling
2;90;=AVERAGE($B$2480:$B$2481);4.000;Average;NoScaling
3;90;=AVERAGE($B$2481:$B$2482);4.000;Average;NoScaling
4;90;=AVERAGE($B$2482:$B$2483);4.000;Average;NoScaling
5;100;=AVERAGE($B$2483:$B$2484);4.000;Average;NoScaling
6;90;=AVERAGE($B$2484:$B$2485);4.000;Average;NoScaling
7;100;=AVERAGE($B$2485:$B$2486);4.000;Average;NoScaling
8;90;=AVERAGE($B$2486:$B$2487);4.000;Average;NoScaling
9;110;=AVERAGE($B$2487:$B$2488);4.000;Average;NoScaling
10;110;=AVERAGE($B$2488:$B$2489);4.000;Average;NoScaling
11;110;=AVERAGE($B$2489:$B$2490);4.000;Average;NoScaling
12;100;=AVERAGE($B$2490:$B$2491);4.000;Average;NoScaling
13;90;=AVERAGE($B$2491:$B$2492);4.000;Average;NoScaling
14;90;=AVERAGE($B$2492:$B$2493);4.000;Average;NoScaling
15;90;=AVERAGE($B$2493:$B$2494);4.000;Average;NoScaling
16;80;=AVERAGE($B$2494:$B$2495);4.000;Average;NoScaling
17;90;=AVERAGE($B$2495:$B$2496);4.000;Average;NoScaling
18;80;=AVERAGE($B$2496:$B$2497);4.000;Average;NoScaling
19;110;=AVERAGE($B$2497:$B$2498);4.000;Average;NoScaling
20;90;=AVERAGE($B$2498:$B$2499);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.000;Average;NoScaling
2;100;=AVERAGE($B$2501:$B$2502);4.000;Average;NoScaling
3;80;=AVERAGE($B$2502:$B$2503);4.000;Average;NoScaling
4;100;=AVERAGE($B$2503:$B$2504);4.000;Average;NoScaling
5;100;=AVERAGE($B$2504:$B$2505);4.000;Average;NoScaling
6;100;=AVERAGE($B$2505:$B$2506);4.000;Average;NoScaling
7;100;=AVERAGE($B$2506:$B$2507);4.000;Average;NoScaling
8;90;=AVERAGE($B$2507:$B$2508);4.000;Average;NoScaling
9;100;=AVERAGE($B$2508:$B$2509);4.000;Average;NoScaling
10;80;=AVERAGE($B$2509:$B$2510);4.000;Average;NoScaling
11;110;=AVERAGE($B$2510:$B$2511);4.000;Average;NoScaling
12;90;=AVERAGE($B$2511:$B$2512);4.000;Average;NoScaling
13;110;=AVERAGE($B$2512:$B$2513);4.000;Average;NoScaling
14;100;=AVERAGE($B$2513:$B$2514);4.000;Average;NoScaling
15;110;=AVERAGE($B$2514:$B$2515);4.000;Average;NoScaling
16;100;=AVERAGE($B$2515:$B$2516);4.000;Average;NoScaling
17;100;=AVERAGE($B$2516:$B$2517);4.000;Average;NoScaling
18;90;=AVERAGE($B$2517:$B$2518);4.000;Average;NoScaling
19;90;=AVERAGE($B$2518:$B$2519);4.000;Average;NoScaling
20;90;=AVERAGE($B$2519:$B$2520);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;100;100;4.000;Average;NoScaling
2;90;=AVERAGE($B$2522:$B$2523);4.000;Average;NoScaling
3;80;=AVERAGE($B$2523:$B$2524);4.000;Average;NoScaling
4;90;=AVERAGE($B$2524:$B$2525);4.000;Average;NoScaling
5;90;=AVERAGE($B$2525:$B$2526);4.000;Average;NoScaling
6;90;=AVERAGE($B$2526:$B$2527);4.000;Average;NoScaling
7;90;=AVERAGE($B$2527:$B$2528);4.000;Average;NoScaling
8;90;=AVERAGE($B$2528:$B$2529);4.000;Average;NoScaling
9;90;=AVERAGE($B$2529:$B$2530);4.000;Average;NoScaling
10;100;=AVERAGE($B$2530:$B$2531);4.000;Average;NoScaling
11;90;=AVERAGE($B$2531:$B$2532);4.000;Average;NoScaling
12;90;=AVERAGE($B$2532:$B$2533);4.000;Average;NoScaling
13;90;=AVERAGE($B$2533:$B$2534);4.000;Average;NoScaling
14;100;=AVERAGE($B$2534:$B$2535);4.000;Average;NoScaling
15;90;=AVERAGE($B$2535:$B$2536);4.000;Average;NoScaling
16;110;=AVERAGE($B$2536:$B$2537);4.000;Average;NoScaling
17;90;=AVERAGE($B$2537:$B$2538);4.000;Average;NoScaling
18;90;=AVERAGE($B$2538:$B$2539);4.000;Average;NoScaling
19;100;=AVERAGE($B$2539:$B$2540);4.000;Average;NoScaling
20;90;=AVERAGE($B$2540:$B$2541);4.000;Average;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
